id,premise,hypothesis,lang_abv,language,label
36711f7c58,The case law is a whole body unto itself.,The case law is a whole entity unto itself.,en,English,0
b2502a6237,"For example, service coordination is a popular remedy for limited funds.",Several other techniques are use to overcome limited funds.,en,English,1
aa516ccb22,The White House denies this.,"The White House, off the record, knows it to be true.",en,English,1
3114b8631e,Jon's feeling of age and weariness must have shown.,Jon was feeling young and spry.,en,English,2
6b68e2580e,"When I grew up, um",I am growing up.,en,Chinese,0
468274d249,i don't know what kind of a summer we're expecting this year i imagine it's going to be hot again,I guess this summer will be another warm one; we'll see.,en,English,0
2f588451bc,oh you know i like what i'm doing right now,I find my current job enjoyable.,en,English,0
2694bdd5c9,Closed on the Sabbath.,"Sabbath is closed, but until next year.",en,English,2
66a5da3699,"The spot does leave the viewer wondering about the rest of the story, and what tale the condom could tell.",The spot leaves the viewer pondering the stories resolution and how the condom fits in.,en,English,0
593e602b98,How do you know if you are satisfied or not satisfied with how information are given?,Nashuku has never seen NETWORK.,en,Swahili,2
6ab21ec4a4,"It is not possible to walk up through the water as at Dunn's River, but steps have been erected at the side of the water to take you to a platform at the foot of the first cascade.",You can go to the platform at the foot of the first cascade by walking on steps alongside the water.,en,English,0
4d82105a36,Introduction,The line considered introduces the work it is referencing.,en,English,0
ef30ab26c0,Trying Your Luck,Give it a try.,en,English,0
4f741b0a78,You know.,"You know, because you were told.",en,English,1
a6180b9f36,"The truth is, a building no matter how useful or well built or beautiful, which is not sympathetic with the way like humans is risked not only anachronistic look, but to be almost silly.","A building can be nice, but worthless.",en,German,2
3917fd9a2d,Each exam includes a rating scale so that anyone who has been subjected to it can determine its knowledge level about Chicano's culture.,The exam was used solely for the purpose of testing the knowledge of Chicano culture.,en,Bulgarian,1
d63b096b40,"So true!, Growled in the chorus pirates below and one or two of them continued with this call.","There was no sign of the pirates below, as they were thought to be quiet.",en,Bulgarian,2
53b62cf1ce," ""The summons was only for Dave Hanson,"" Ser Perth said sternly as the three drew up to him.",The others went to protect Dave.,en,English,1
4cdc974e8e,which they probably Mexican people don't even know what a taco salad is but i think it's now it's moving up too because uh just a change you know just something different,"Taco salad isn't a traditional Mexican dish, but it's becoming one because of cultural movement.",en,English,0
0dd28fd9c8,"During his disastrous campaign in Russia, he found time in Moscow to draw up a new statute for the Com??die-Francaise (the national theater), which had been dissolved during the Revolution.",Napoleon led the invasion.,en,English,1
af5fdf8823,'It's that kind of world.',That's the world we live in.,en,English,0
3250ec4a2e,"So I don't know, I wish I did",I wish I knew where he disappeared.,en,Vietnamese,1
7e338b14e2,"Two, most other productive operations are easier to study and understand, since few firms have 40,000 locations and a large proportion of their workforce working outdoors.","There aren't a lot of firm that can boast 40,000 different workplace locations.",en,English,0
81be045c64,Her voice was doubtful.,She was doubtful because the plan did not seem very good.,en,English,1
6e066679e1,And they couldn't stay in the Augusta area because people really know they tried to do something with taboo and trying to cross for white.,People were aware that they are not white.,en,Turkish,0
c21ae6fbb3,"No doubt, the first thing of the city that attracts you is its many historical buildings.",Here are very old and interesting buildings,en,Urdu,0
a6d79cfdb7,well i think that's about all my pet stories right now so,I have more to share about my animals.,en,English,2
02088a9b8c,well the first thing for me is i wonder i see a couple of different ways of talking about what privacy is um if privacy is something that disturbs your private state i mean an invasion of privacy is something that disturbs your private state that's one thing and if privacy is something that comes into your private state and extracts information from it in other words finds something out about you that's another and the first kind of invasion of the first type of privacy seems invaded to me in very much everyday in this country but in the second type at least overtly uh where someone comes in and uh finds out information about you that should be private uh does not seem uh um obviously everyday,"Privacy is very simple, I can explain it to you in a few words, without long and hard to understand sentences.",en,English,2
9a9b961b9d,"I have to tell you, I tried to understand it.",I am upset that I can not understand it.,en,English,1
8e372e28ce,"One of them, darker skinned, had hair braided into two lines.",One of them had their hair braided.,en,English,0
84822184ec," ""Give it to me."" He handed it to her.",She told him to give it to her.,en,English,0
94af0d4094,"Under Ferdinand and Isabella, Spain underwent a dramatic transformation.",Ferdinand and Isabella caused stunning changes to take place in Spain.,en,English,0
2259278ee5,Expectations that the ANC would oversee land reform--returning land seized during apartheid's forced migrations--and wealth redistribution have not been met.,The ANC would not be in charge of land reform.,en,English,2
e65a00c923,"In Roman times a temple to Jupiter stood here, followed in the fourth century by the first Christian church, Saint-Etienne.","Saint-Etienne, a Christian church, had a temple to Jupiter during Roman times.",en,English,0
57e57dec0d,"The reforms approved at the moment are of great importance on what the government makes how his work is organized, and how it provides its services to the country and its grandda.",Reforms affect the government.,en,Russian,0
3913072765,"The professor explained, in terms he hoped that they were suitable for her audience.",The teacher deliberately tried to give her lecture with fuzzy words.,en,Greek,2
cd4a52daa2,uh-huh oh yeah all the people for right uh life or something,"oh yeah not those people, they have a bad life",en,English,2
79d3750cc0,"For centuries, the Loire river was a vital highway between the Atlantic and the heart of France.","The Loire is a new river, having only been discovered last year.",en,English,2
84963dcd45,"Broken interfaces for apartments, hotels and cheap transactions line Carl-Marx-Ally leading to Southeast of Alex.",Carl Marx is a longing,en,Arabic,0
2e5c772e8f,"You see, he said sadly, ""you have no instincts.""",I determined to prove him wrong.,en,English,1
295b489f02,Pandit often says that history is written by the winners.,Pandit says that there are losing history.,en,Hindi,2
6bc0a5639f,"Therefore, demographic data for the same Zip code can be averaged in total for two different quarters.",Demographic data can be averaged.,en,Vietnamese,1
e6cac9576a,"For example, the moderate scenario assumes a 50% or $1.",50% is secured ,en,English,1
bcdbe0d2a0,The last thing we want is any more attention or any more bounty hunters.,They thought than more attention would make it harder to hide. ,en,English,1
291196de35,"Assimilant easier with the Anglo-American community, only Protestant schools accepted their children.Eastern European Jews finished rich Westmont or emigrated to Toronto again.",Jews from Eastern Europe are well assisted everywhere.,en,Russian,2
7e1ce26f23,… I succeeded in my false career.,I failed in my false career.,en,English,2
7cb8328d3a,"As you know, the membership of this group includes friends and former which will take 1,000 dollars or more in the annual school.","Some of the members of this group have donated more than $ 100,000 in school.",en,Urdu,1
a326480790,During the Crimean War (1854 56) she set up a hospital in the huge Selimiye Barracks (Selimiye Kelase).,The Crimean War ended in the 1840s.,en,English,2
1fa1d9b3fe,Jon's feeling of age and weariness must have shown.,Jon was weary and feeling his age.,en,English,0
9bf08ef171,did you well it's not just that are there enough jobs for people here now,it's not just that the new factories have brought a lot of jobs to town,en,English,1
6c08154172,so i how do you feel that it should be applied,I do not care about your feeling just apply it whichever way to finish it already.,en,English,2
cd3c3b45df,"As legal scholar Randall Kennedy wrote in his book Race, Crime, and the Law , Even if race is only one of several factors behind a decision, tolerating it at all means tolerating it as potentially the decisive factor.",Race should always be considered in judicial decisions.,en,English,1
4dc5366742,This is the time.,There is an emotional state at the time.,en,Chinese,0
9e1bff8a89,uh but you could fill a whole bunch of uh holes with these things i used to i used to advertise buying wheat pennies um i'd give a dollar a roll which two cents a piece which is basically overpriced,I made a good dollar while selling them.,en,English,1
bd87a847f5,"Mr. Erlenborn attended undergraduate courses at the University of Notre Dame, Indiana University, the University of Illinois, and Loyala University of Chicago.",Mr. Erlenborn's favorite university is located in Chicago.,en,English,1
54008b5024,"Davidson should not perceive the pronunciation of Squash to rhyme with a bone - in any case no, because Victoria, where he lives, is a very English place.",Davidson should not talk in a way that Bone and Scone sound the same way.,en,Bulgarian,0
410a8fa708,This is Susan.,Susan is a a fifth grade teacher. ,en,English,1
5a90f28942,"From here, many HIV researchers are putting their hopes on combining drug treatments with strategies that boost the immune system.",HIV researches believe HIV will be cured very soon. ,en,English,1
de2aafeb3f,"In 1998, Cesar Chavez fasted for 36 days in California to underscore the dangers of pesticides to farm workers and their children.",Cesar Chavez's fast brought media attention to the problem.,en,English,1
54b939c340,"Zahenawi (93) and Well Shrière (11 journey) arrived in Miami from London on June 8, 2001 using the same three-way road.",Both travelers flies to the same airport.,en,Arabic,1
8153f1a5f5,Common wisdom of Ragtime music continues to fluctuate.,Common wisdom of Ragtime music is not constant.,en,Vietnamese,0
77089e7f74,"A member of the only student-run chapter of the American Civil Liberties Union in New York state, Zelon worked to resolve disputes between students and police officers to help protect the public's right to peaceful protest.",Zelon is the only student-run chapter of the American Civil Liberties Union in New York state.,en,English,0
86d3a242c8,well UNLV they say UNLV may be the greatest amateur team ever,UNLV is terrible.,en,English,2
487f196ac3,The body of the Dowd is working as a columnist.And the special is the flytrap piece that makes her win the Pulitzer prize.Which is one of the most wonderful examples of the boomer's own blame,Swreves will not be written and will never write anything that may be interpreted as a lashman themselves.,en,Thai,2
d9533d725b,It was still night.,"It was edging on dark and light, but it was most certainly still not morning.",en,English,1
d94b77de1f,I couldn't find such a definition of a warning dictionary,I looked at Thesaurus and I didn't get clarification.,en,Swahili,0
c12ac44d81,The TV A has installed the indirect structure to send gas from the gas to warm in advance to the FGD.While ESP has eliminated the SCR reactor created in the said area,Bypass will send water to FGD.,en,Thai,2
995c741f1b,Participate in the postaward audit for assessing thedegree of success of the acquisition.,An audit after the award has been presented.,en,English,0
7758f0be52,The final consequence of Livingston's resignation is that it has allowed Clinton to appear heroic.,Livingston's resignation may have made Clinton generous.,en,Vietnamese,1
b0ef09f434,"In 1923, Turkey broke away from the tired Ottoman rulers, and Kemal Ataturk rose to power on a wave of popular support.",Kemal Ataturk was never affiliated with the Ottoman Empire.,en,English,2
26d1adc9ae,There is no difference between young students and the elderly in successful test scores.,"Although the test results of students of the old and the largest are the same, the students of the same age-old end the test more quickly.",en,Swahili,1
542e5452e5,"What am I to do with them afterwards?""",The narrator knows what to do with them.,en,English,2
46e49198c7,But I doubt this a threat to masking masks that cover Julian is secretly recreated.,Julian is very clear about his feelings.,en,Chinese,2
ada7c6260e,"As an inner circle member, you can expect some of the best seats in the ceremonial area for the world's largest democracy celebrating the world's largest democracy.",America presidential ceremony is considered to celebrate the world's largest democracy.,en,Turkish,0
28337229ff,Voicemail says: Thank you for getting my call.,The one he called was grateful.,en,Greek,0
01cd432026,Savonarola burned in Florence,Savonarola was branded a heretic and burned at the stake.,en,English,1
fd42f5b3e4,The pulse tone is not a technical term.,"Using the term pulse-tone is misleading, as it is technically incorrect.",en,Russian,1
a2dca23b29,"Hardly catering to locals, Universal Citys Cityalk attempts to snag tourist dollars with its extensive collection of retail wonders, including magic shops, toy stores, sports shops, and a host of science fiction memorabilia.","Some locals do, however, frequent the sports shops.",en,English,1
5b3a46a1d7,"For prolonged stays, the information office provides detailed maps of the imaginary network of Quetico's interrelated floats.",QUETICO has no water inside.,en,Greek,2
50dade40ac,Behind the area of South America you will find Factory Perfume where you can create your personal scent.,The perfume factory is located in front of the South African area.,en,Greek,2
f61c26e64a,Yes yes well this Franso Yes Yes,Tell you that this is Fresno.,en,Arabic,0
ebe9d7169c,The disputes among nobles were not the first concern of ordinary French citizens.,Ordinary French citizens were not concerned with the disputes among nobles.,en,English,0
e59210c354,"If you have the energy to climb the 387 steps to the top of the south tower, you will be rewarded with a stunning view over the city.",There is a great view at the top of the steps.,en,English,0
44e6d2479e,"Even if pre-engineering and negotiation of agreements take six to eight months, the overall time to complete two 900 MWe blocks will be about 17 to 19 months.",The total time is less than 6 months.,en,Bulgarian,2
c9cc664252,"In fact, the huge cold molecular clouds in galaxies, about absolute low temperature limits, are extremely complex mixtures of molecular species, many of them carbon, as well as the birthplace of the stars.",Molecular clouds do not give birth stars.,en,Bulgarian,2
3b3e3da7b6,"The pope, suggesting that Gen.",Gen is not being suggested in any way.,en,English,2
af77bed638,The experts point out that it is not age alone that determines a Chinese antique's value the dynasties of the past had their creative ups and downs.,The Qin Dynasty has the most expensive antiques for their unique style.,en,English,1
35bb360be5,Do you want to see historic sights and tour museums and art galleries?,"Since you love learning new things, would you like to visit some historic places, museums, and art galleries?",en,English,1
5e3f855b46,Well you said you have children.How old are you ?,I'm sorry to hear that they could not have children.,en,German,2
c727411142,"In the midst of a final desultory polishing of her silver, Tuppence was disturbed by the ringing of the front door bell, and went to answer it.",Tuppence was able to polish her silver without any disruptions.,en,English,2
a97b90637c,Economic growth is a fundamental part of the creativity of the universe as a whole.,Economic growth is a monster of a very particular type;An independent entity of the universe.,en,Spanish,2
664bdee562,"It was a splendid life ”I loved it."" There was a smile on her face, and her head was thrown back. ",There were many people listening to her.,en,English,1
90c3447c0e,The draft treaty was Tommy's bait.,Tommy took the bait of the treaty.,en,English,1
5f15007ff1,"Long Bay is seven miles of sublime fine sand, gentle azure water, and cooling palm trees.",Long Bay is a five mile stretch of sublime fine sand.,en,English,2
c6af082335,actually i think abortion's going to take a turn where there's not going to be as many because i think contraceptives are going to be more popular i mean i realize that they are popular now but i think,I believe that the rising popularity of contraceptives will push the abortion rate down.,en,English,0
64e50cee49,How can a parent recognize the difference between a linguistic disorder and a normal language development?,A father knows whether linguistic development is normal.,en,Spanish,2
21b890719a,Gore has been Clinton's lackey for more than six years.,Gore has worked on healthcare with Clinton for six years.,en,English,1
54f0f8f699,"So then they create a unrelated world, which only the last past has the correct information.",These hypothetical worlds are used in the forecast of the air.,en,Thai,1
ee37da31e2,Pick Card. Remember the words that are written briefly on July 12.,Pickard remember what was said in the briefing.,en,Thai,0
ed2963faa2,And I hope that this year will support Civic Theater's artistic and educational efforts.,The city theater needs $ 1 million this year.,en,Turkish,1
71a9bf9e0a,"When the revenge angel, Tita, Tarite, began to tear him in McLl, and Rockefeller fell into this pain.",Lockefeller donated money for cancer research.,en,Chinese,1
38d620a728,"In search of the future, about one third of the response agencies reported that they are considering more outsourcing functions of design reviews.",This institution designs will be reduced if they have sources.,en,Urdu,1
cc3026597e,Raise her and signal them to send the boatThe silence of the wonder is on the boat - of the wonder and suspicion of this sudden surrender.,The crew is doing a war with the people they consent to do so.,en,Thai,1
84e666ea82,we were lucky in that in one respect in that after she had her stroke she wasn't really you know really much aware of what was going on,She wasn't aware what was going on after her stroke.,en,English,0
a48b2f02ab,This northern beach of magnificent tan sand is most agreeably reached by boat.,The beach has beautiful sand.,en,English,0
db937a1b8a,"Nancy Griffin wrote a book in ""Hollywood, counterattack"": Michael Esner gave the olive branch to the former friend Mike Ovitz, but Ovitz did not accept.","According to reports, Michael Eisner tried to understand with Mike Ovitz, but did not succeed.",en,Chinese,0
661fd845a1,"Then you're ready for the fray, either in the bustling great bazaars such as Delhi's Chandni Chowk or Mumbai's Bhuleshwar, or the more sedate ambience of grander shops and showrooms.",The grander showrooms tend to have extremely lively atmospheres. ,en,English,2
e4f9bba0a9,"Lalley also is enthused about other bar efforts on behalf of the poor, most notably the Legal Assistance Center will operate out of the new courthouse.",Lalley is enthusiastic about the bar's initiative to help the poor.,en,English,0
912faf4bed,See also Star Computer City at Star House near Star Ferry Terminal,COMPUTER CITY is not located in Star House.,en,Greek,2
0cc55c6e0c,"In other cases, we must rely on survey approaches to estimate WTP, usually through a variant of the contingent valuation approach, which generally involves directly questioning respondents for their WTP in hypothetical market situations.",It is not possible to determine WTP by asking respondents.,en,English,2
9ba0ac0ac6,"Massachusetts Institute of Technology (MIT), established in 1861, is a leading scientific and engineering institution in America, which is a pioneer in many modern technologies, from stroboscopic photography to food canning processes.",The Massachusetts Institute was founded when Jesus was born.,en,Bulgarian,2
a78d8daaeb,Every July we celebrate our staff's legacy of the history of Indiana residents.,We have a whole holiday with a parade and carnival processions.,en,Russian,1
36fc5b1f85,oh my god i was an english major so i love to read press,"I was an English major, and made me the poor man, so I can't take anything new.",en,Russian,2
70bfdd6135,The last 12 years of his life are a blank.,He can't remember the last 12 years of his life,en,English,0
90a1147998,"His voice was even and calm, not a hint of rage.",He was not at all concerned about what was happening.,en,English,1
986c8bdf09,Thorn held a sword different from any Ca'daan had ever seen.,Ca'daan had never seen someone hold a sword upside down.,en,English,1
0d6fac9fb5,One of the ponds dwells by visitors of the cash currency hoping to bounce one aside or away from the turtle head and this means a sure way to achieve a good fortune.,"People throw coins, although the written sign is forbidden to do so.",en,Arabic,1
c56754fe26,"I don't know what I would have done without Legal Services, said James. ",James said Legal Services helped him a lot.,en,English,0
2469306763,"When the associated attack is determined by the Al Qaeda, the responsibility was moved to the field office in New York.",Florida's office occupied because it was related to Al Qaeda.,en,Thai,2
05b0352f0c,"An official of the US Treasury, said the Central Intelligence Agency is a benign negligence of the Foreign Terrorist Assets Tracking Center (FTATC) and said the Central Intelligence Agency believes that the effectiveness of financial tracking is limited.",Financial tracking mainly involves checking credit card receipts and bank statements.,en,Chinese,1
48c8953c10,Estimates derived from long-term exposure studies that are a major share of positives in the basic assessment are not affected.,Estimates are based on people who are exposed only once.,en,Bulgarian,2
947a94d19e,"However, Paris has developed miles of bicycles that pass through the whole city, making the operation of the bike to be very safe (and known).",It is more secure to drive a Paris bike.,en,Swahili,0
17c251c514,"I don't even understand what you should bother with evidence, ""she noticed to knock his weapon from his hands.",The defense that she put forward was insufficient.,en,Russian,1
5a7ec7b770,Jon shifted and the sword tip slid past.,John dodged the tip of the sword.,en,English,0
34459472db,"However, a significant increase in the cost of law books, journals, and information services mean that only to maintain our current collections exceed our budget.",Our current budget does not allow us to maintain our current collections.,en,Swahili,0
73706bc3d7,"When Mr. Hastings and Mr. Lawrence came in yesterday evening, they found your mistress busy writing letters. ",Your mistress wrote letters last night.,en,English,0
b049c8c4e9,"In short, most of the whale is incompressible.",Some parts of a whale could be compressed.,en,English,1
bf63300b99,"And easy to relax, Miss Dalrymple, when I edit the script quotes again for printing, I returned to the traditional English language that is used in the old days first.",I still like the same speech.,en,Thai,2
1aefad5a73,"The team was previously known in the name of Benietres, which is unforgettable, which, can also be considered, amounted to India",The team receives only at any time name.,en,Arabic,2
15a62aef3d,"He asserted that the area was blessed with the highest concentration of exactly those natural features that, when combined, create the most pleasing and relaxing vistas possible landscapes composed of  lakes representing the source of life in water, trees offering the promise of shelter, smooth areas providing easy walking and a curved shoreline or path in the distance to stimulate curiosity.  ",He spoke ill of the area's natural features.,en,English,2
b942132deb,"Shoot only the ones that face us, Jon had told Adrin.",Jon instructed Adrin to only shoot the ones that face us.,en,English,0
164a781269,Ha!Volwarston stabbed the stomach and started laughing.,Volveston Laugh |,en,Hindi,0
c0fb5809ab,"At Kansas City Power and Light's Hawthorn Power Station, Unit 5 was replaced (excluding turbine) in under 22 months.",It took less than 22 months to replace Unit 5.,en,English,0
df28dc30bb,Satisfaction from what I heard,I received onlyShow dissatisfaction,en,Thai,2
71b07fdaa5,"Oh, yes, some people think they can predict that he will come back",Some people think he will become a star again.,en,Chinese,0
a5d5e4a821,"702 / 369-1540) This is the oldest café in Las Vegas, according to some people's statement, it is still the best in all Bohemian style.",A Las Vegas cafe is built in 1940.,en,Chinese,1
7aef342e91,"Personal Communication with P. Croteau, Babcock Borsig Power, August 2001.","In August 2001, there was personal communication between P. Croteau and Babcock Borsig Power. ",en,English,0
af7cd5222e,I tried to record everything.,I wrote everything she said.,en,Vietnamese,1
0421179a2c,I realize what you did and to some extent it also realizes that you did it on my request,I do not know what you did or why did you do this?,en,Hindi,2
4c6102fe42,.. Why they have a low sense of self-value to appreciate the value of thieves and murderers.,Some of their friends have stolen gum.,en,Arabic,1
26c5c3dcaa,i'm not opposed to it but when its when the time is right it will probably just kind of happen you know,I think I will simply let it happen when the time is right.,en,English,0
6f0c3aac50,"To savour the full effect of the architect's skill, enter the courtyard through the gate which opens onto the Hippodrome.",The architect lacked any notable skill.,en,English,2
daf3e3372f,"But they have a private, and hidden name that remains the secret of a family.",This family is a secret that remains hidden.,en,Hindi,0
5ffa1ab099,Agreed-upon  Auditors perform testing to issue a report of findings based on specific procedures performed on subject matter.,Agreed-upon Auditors have never tried to issue a report of findings based on specific procedures.,en,English,2
e4c296b324,"In this respect, bringing Steve Jobs back to save Apple is like bringing Gen.",Steve Jobs never returned to Apple.,en,English,2
d7bf2e84ca,"Should we invite these young wealthies back to our comparatively humble, small home?",Our home is full of love and pets. ,en,English,1
10f9e1b662,"'Publicity.' Lincoln removed his great hat, making a small show of dusting it off.",Lincoln kept his hat on.,en,English,2
62a90d3b72,"What is more can be expected from Fox, except for news quizzes.",It is less than News Quiz can promise for Fox.,en,Russian,2
1e5d4c10d0,It is constrained by laws and regulations formulated by Congress over more than two centuries.,The regulations were created over the course of more than two hundred years.,en,English,0
bbd75419f5,and so i have really enjoyed that but but there are i do have friends that watch programs like they want to see a particular program and they are either home watching it or definitely recording it they have some programs that they won't miss,"Your friends don't watch TV, do they?",en,English,2
8d13bfa2c6,"Threatening cannot be used, captain.","It is not an acceptable thing, one of the captain, he said.",en,Swahili,0
7a7f41400a,"For example, in GGD, a design studio was carried out as a separate work, culminating.",The design studio was not successful.,en,Spanish,1
e08b06c406,The crucial part of that world is the home where parents relate to children.,Parents relating to children in the home is important to the world.,en,English,0
1ec0d359d6,to see this kind of thing and you know if you can do any any little bit it helps so,"To see this kind of treatment of animals, it is good to help resolve it.",en,English,1
f106b83a55,"From ethnic food shops and vintage clothing stores to electronics and book shops, there are so many interesting shopping spots that it is hard to imagine their breadth and depth.","There are a wide variety of shopping spots, including ethnic food grocery stores, vintage clothing stores, electronic stores, book stores, and many more.",en,English,0
75e2c3e08d,"Various, completely different types of parachutes and in a bird, who, uh, flies three times as fast as the sound, over 22,000 miles per hour.","It only sets back 10,000 miles per hour.",en,German,2
b6357a5f36,"Occasionally, he'd wince and apologise for any incoherence.",He would never apologize for his incoherent speech.,en,English,2
fa79da8b76,Unusual foreign farmers often rotate within state states,An immigrants who come to America never go.,en,Urdu,2
e65978db8f,"But in addition, I hope it is not too hot, maybe maybe maybe Christmas evening may be a little snow or good but nothing will take good.","I hope the weather is not more cold and stayed hot, except some snowfall on Christmas.",en,Urdu,0
a417c669b8,"Um, no, be honest, I have never read any books I should read.",I read books every day.,en,Swahili,2
06c88e442c,"Auditors from another country engaged to conduct audits in their country should meet the professional qualifications to practice under that country's laws and regulations or other acceptable standards, such as those issued by the International Organization of Supreme Audit Institutions.",Auditors may conduct business in foreign countries.,en,English,0
1450e58e50,that's cool kind of like Pink Floyd or something uh yeah basketball's cool but football kind of after a while,"No, that's not interesting at all; I don't like basketball.",en,English,2
3de8f82c67,and i use a one of those black soaker hoses that actually oozes water every where so i lace it up and down there a couple of times and i only have to water about two hours a week,"I only have to water about two hours a week, except on rainy weeks.",en,English,1
405cff4f83,"I said, good, it's fine, you can understand, like this.",I said I approved it.,en,Urdu,0
fef028bdff,Homes or businesses not located on one of these roads must place a mail receptacle along the route traveled.,A mailbox needs to be on a traveled route.,en,English,0
f83cc21bda,yeah its too open yeah and there's uh they have got some forty to fifty foot high cliffs around Possum Kingdom and you just get up and ski uh adjacent to those and uh and it doesn't make any difference how windy it is you don't notice it,Possum Kingdom attracts lots of skiers from all over the world.,en,English,1
decdd1b713,uh-huh i i thought they did an excellent job of actually aging the person you know from when he was a little kid to little older to little older to except the last the very last you know the last person the last actor that played the kid,It was a very crappy job they did as they tried to make him grow up through the years.,en,English,2
810cb6c112,He may be right or wrong.,"He may be right, or it may be wrong.",en,Chinese,0
1a642ed49a,"In fact, this protests and riots in the explosive point of the buses in the 1970s.",All protests ended in the 1950s.,en,Chinese,2
3ef4763a24,"Moving to San Diego during February 4, Haunt has and Minda has entered the Los Angeles to San Diego.Abdullah is a driver.",Haz has never been to Los Angeles.,en,Thai,2
6b7ed38577,yeah that that i i had a i had a program due and uh one one window i had the program and the other one i had the program running so if there was ever a mistake i could easily check you know i could look at the program and say this is where i made the error,I could only view one window at a time so it was very hard to catch any errors.,en,English,2
bc71e3872e,Another exampleComes from vice president of vasoactive intestinal poly-peptide.,VIP is the best example.,en,Thai,1
618dfb619e,"They greatly outnumber the 6,500-odd human inhabitants mostly white, many the descendants of Huguenots from Brittany and Normandy.",Normandy and Brittany were the epicentres of the Huguenot movement.,en,English,1
4e9c4b393b,"By placing ”one card ”on another ”with mathematical ”precision!"" I watched the card house rising under his hands, story by story. ",He took his time carefully placing the cards on top of each other.,en,English,0
29e7559957,ok well so let me make sure you think that uh maybe a five-day waiting period for handguns or that kind of thing would be legitimate,Why not impose a five-day waiting period for those who want to buy firearms?,en,French,0
06818e2afa,"Visitors will have the opportunity to watch the changing performances in Hilbert Conservatory Butterflies Free, Wizard of Oz, Toyland and Flight of Fantasy.",Visitors will see many performances in Hilbert Conservatory.,en,Thai,0
7e672a2b7c,"After their savage battles, the warriors recuperated through meditation in the peace of a Zen monastery rock garden.","The warriors recuperated, after their savage battles, at a Zen monastery rock garden.",en,English,0
4e067da002,Woodward offers the best overview we can have a psyche of Colin Powell.,Woodward has never met Colin Powell and has no idea what he is.,en,French,2
847af9fe51,"For hotel arrangements, see the intelligence report, questioning Khaled, January.",There is nothing known for hotel arrangements.,en,Arabic,2
13bf12acb9,During the Crimean War (1854 56) she set up a hospital in the huge Selimiye Barracks (Selimiye Kelase).,The Crimean War took place between 1854 and 1856.,en,English,0
9c19eb1f20,"In the midst of a final desultory polishing of her silver, Tuppence was disturbed by the ringing of the front door bell, and went to answer it.",Tuppence's front door bell ran and disturbed her silver polishing.,en,English,0
9874acdca4,I think this report shows that we have had an inordinately productive and successful year.,The report was well done ,en,English,1
f4f5cd8dcb,I appreciate your interest and hope that you will participate in this year's annual campaign.,I hope you will donate to the annual campaign.,en,Vietnamese,0
195ecf344c,"So, as he and Tipper walked out, my friend and I were right behind them, and I took the opportunity to say hello and reintroduce myself--as a journalist, I might add--and we chatted about the movie for a few minutes.","I wish I had seen Tipper, but I didn't get to.",en,English,2
c529e5e2fe,uh but you could fill a whole bunch of uh holes with these things i used to i used to advertise buying wheat pennies um i'd give a dollar a roll which two cents a piece which is basically overpriced,I have no clue what a wheat penny is supposed to be.,en,English,2
f2fde54583,I am a lacto-vegetarian.,I eat meat all of the time.,en,English,2
35e6ed5bfc,uh-huh oh yeah all the people for right uh life or something,yeah lots of people for the right life ,en,English,0
621dd8aaaf,"Well, that's the beautiful on the country life, you do not have to worry about all that.","What is really great, is that you do not have to worry about you in the country, just as you would do it in the city.",en,German,1
b22bda1a6a,But the third try worked better.,The third try worked better because we had proper tools.,en,English,1
b2b209dea4,"NEH-supported exhibitions were distinguished by their elaborate wall panels--educational maps, photomurals, stenciled treatises--which competed with the objects themselves for space and attention.",The exhibitions seem well-funded due to the elaborate detail of the gallery. ,en,English,0
fea0d3c7e8,oh  that's accommodating,That is disruptive.,en,English,2
7d87683ad1,"To places where surface transportation is not available, senders would be required to pay air rates, and possibly air rates keyed to the characteristics of the Alaskan air system.",The Alaskan air system is an effective method of shipping.,en,English,1
99a74f932a,"What the judge really wants are the facts -- he wants to make a good decision, he said.",In the end the judge made a bad decision since he imprisoned someone innocent.,en,English,1
da84908047,"For more details, see //www.healtheffects.org/pubs/nmmapsletter.pdf.",These are all available data.,en,Arabic,2
386b70751a,To say that I can not wait to meet him here.CHAPTER XXII.,Say that I do not intend to meet him there.,en,French,2
6e2540a8ad,"The lower level, the director of the Qaeda unit in the CIA at that time, recalled that he did not think he was his job to direct what should be done or not.",The director of the unit did not want to get involved directing what was done.,en,Spanish,0
b21ca86192,Now suppose there is a private delivery firm in Cleveland that is competing with the postal service.,Imagine a state-run delivery firm trying to phase out the postal service.,en,English,2
7fbfc8a132,The dictionary that I checked was quiet - should not be silent.I say - on these feelings,There are experts in other fields that agree with my assessment.,en,Thai,1
239f9d4243,"Last year, Arafat cracked down on Hamas after a string of bombings in Tel Aviv and Jerusalem, arresting more than 1,200 suspected terrorists, destroying Hamas safe houses, and confiscating its weapons caches.",Arafat stood back and watched Hamas attack Tel Aviv and Jerusalem.,en,English,2
aa173224bd,"Despite all the hoopla over a pro-choice advocate's confession that he had lied about the circumstances under which the procedure is generally used, only five lawmakers switched their votes from no to yes.",The pro-choice advocate's admission to lying about the circumstances of the procedure didn't seem to matter to most lawmakers.,en,English,0
bb03ab73f2,But Wolverstone will not stop there.,The Wolverstone was part of an elaborate ploy.,en,French,1
91b5e43caf,Treat yourself and bill it to Si.,Send the bill of your treat to Si. ,en,English,0
